stage,srr,module,rank,status,module_key,issue,desc,possible_causes,possible_solutions
raw,SRR30333744,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
trimmed,SRR30333744,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
raw,SRR30333745,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
trimmed,SRR30333745,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
raw,SRR30333746,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
trimmed,SRR30333746,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
raw,SRR30333747,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
trimmed,SRR30333747,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
raw,SRR30333748,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
trimmed,SRR30333748,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
raw,SRR30333749,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
trimmed,SRR30333749,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
raw,SRR30333750,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
trimmed,SRR30333750,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
raw,SRR30333751,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
trimmed,SRR30333751,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
raw,SRR30333752,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
trimmed,SRR30333752,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
raw,SRR30333753,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
trimmed,SRR30333753,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
raw,SRR30333754,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
trimmed,SRR30333754,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
raw,SRR30333755,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
trimmed,SRR30333755,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
raw,SRR30333756,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
trimmed,SRR30333756,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
raw,SRR30333757,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
trimmed,SRR30333757,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
raw,SRR30333758,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
trimmed,SRR30333758,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
raw,SRR30333759,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
trimmed,SRR30333759,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
raw,SRR30333760,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
trimmed,SRR30333760,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
raw,SRR30333761,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
trimmed,SRR30333761,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
raw,SRR30333762,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
trimmed,SRR30333762,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
raw,SRR30333763,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
raw,SRR30333764,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
raw,SRR30333765,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
raw,SRR30333766,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
raw,SRR30333767,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
raw,SRR30333768,Sequence Duplication Levels,2,fail,sequence_duplication_levels,Many duplicate reads / low unique fraction,"In RNA-seq, duplication can be biological (high expression) but extreme outliers can indicate low complexity/PCR artifacts.","Highly expressed genes (common), PCR duplication, low library complexity.",Do not trim to fix; compare across SRRs and flag extreme outliers; consider excluding/redownloading or redoing a library if clearly worse.
trimmed,SRR30333743,Sequence Length Distribution,1,warn,sequence_length_distribution,Read lengths are consistent or vary across reads,Unexpected variability pre-trim can indicate mixed inputs or prior processing; post-trim variability is normal.,"Prior trimming, mixed read types, partial reads.","If pre-trim variability is unexpected, inspect inputs; after trimming, ensure lengths are not extremely shortened (mappability risk)."
trimmed,SRR30333744,Sequence Length Distribution,1,warn,sequence_length_distribution,Read lengths are consistent or vary across reads,Unexpected variability pre-trim can indicate mixed inputs or prior processing; post-trim variability is normal.,"Prior trimming, mixed read types, partial reads.","If pre-trim variability is unexpected, inspect inputs; after trimming, ensure lengths are not extremely shortened (mappability risk)."
trimmed,SRR30333745,Sequence Length Distribution,1,warn,sequence_length_distribution,Read lengths are consistent or vary across reads,Unexpected variability pre-trim can indicate mixed inputs or prior processing; post-trim variability is normal.,"Prior trimming, mixed read types, partial reads.","If pre-trim variability is unexpected, inspect inputs; after trimming, ensure lengths are not extremely shortened (mappability risk)."
trimmed,SRR30333746,Sequence Length Distribution,1,warn,sequence_length_distribution,Read lengths are consistent or vary across reads,Unexpected variability pre-trim can indicate mixed inputs or prior processing; post-trim variability is normal.,"Prior trimming, mixed read types, partial reads.","If pre-trim variability is unexpected, inspect inputs; after trimming, ensure lengths are not extremely shortened (mappability risk)."
trimmed,SRR30333747,Sequence Length Distribution,1,warn,sequence_length_distribution,Read lengths are consistent or vary across reads,Unexpected variability pre-trim can indicate mixed inputs or prior processing; post-trim variability is normal.,"Prior trimming, mixed read types, partial reads.","If pre-trim variability is unexpected, inspect inputs; after trimming, ensure lengths are not extremely shortened (mappability risk)."
trimmed,SRR30333748,Sequence Length Distribution,1,warn,sequence_length_distribution,Read lengths are consistent or vary across reads,Unexpected variability pre-trim can indicate mixed inputs or prior processing; post-trim variability is normal.,"Prior trimming, mixed read types, partial reads.","If pre-trim variability is unexpected, inspect inputs; after trimming, ensure lengths are not extremely shortened (mappability risk)."
trimmed,SRR30333749,Sequence Length Distribution,1,warn,sequence_length_distribution,Read lengths are consistent or vary across reads,Unexpected variability pre-trim can indicate mixed inputs or prior processing; post-trim variability is normal.,"Prior trimming, mixed read types, partial reads.","If pre-trim variability is unexpected, inspect inputs; after trimming, ensure lengths are not extremely shortened (mappability risk)."
trimmed,SRR30333750,Sequence Length Distribution,1,warn,sequence_length_distribution,Read lengths are consistent or vary across reads,Unexpected variability pre-trim can indicate mixed inputs or prior processing; post-trim variability is normal.,"Prior trimming, mixed read types, partial reads.","If pre-trim variability is unexpected, inspect inputs; after trimming, ensure lengths are not extremely shortened (mappability risk)."
trimmed,SRR30333751,Sequence Length Distribution,1,warn,sequence_length_distribution,Read lengths are consistent or vary across reads,Unexpected variability pre-trim can indicate mixed inputs or prior processing; post-trim variability is normal.,"Prior trimming, mixed read types, partial reads.","If pre-trim variability is unexpected, inspect inputs; after trimming, ensure lengths are not extremely shortened (mappability risk)."
trimmed,SRR30333752,Sequence Length Distribution,1,warn,sequence_length_distribution,Read lengths are consistent or vary across reads,Unexpected variability pre-trim can indicate mixed inputs or prior processing; post-trim variability is normal.,"Prior trimming, mixed read types, partial reads.","If pre-trim variability is unexpected, inspect inputs; after trimming, ensure lengths are not extremely shortened (mappability risk)."
trimmed,SRR30333753,Sequence Length Distribution,1,warn,sequence_length_distribution,Read lengths are consistent or vary across reads,Unexpected variability pre-trim can indicate mixed inputs or prior processing; post-trim variability is normal.,"Prior trimming, mixed read types, partial reads.","If pre-trim variability is unexpected, inspect inputs; after trimming, ensure lengths are not extremely shortened (mappability risk)."
trimmed,SRR30333754,Sequence Length Distribution,1,warn,sequence_length_distribution,Read lengths are consistent or vary across reads,Unexpected variability pre-trim can indicate mixed inputs or prior processing; post-trim variability is normal.,"Prior trimming, mixed read types, partial reads.","If pre-trim variability is unexpected, inspect inputs; after trimming, ensure lengths are not extremely shortened (mappability risk)."
trimmed,SRR30333755,Sequence Length Distribution,1,warn,sequence_length_distribution,Read lengths are consistent or vary across reads,Unexpected variability pre-trim can indicate mixed inputs or prior processing; post-trim variability is normal.,"Prior trimming, mixed read types, partial reads.","If pre-trim variability is unexpected, inspect inputs; after trimming, ensure lengths are not extremely shortened (mappability risk)."
trimmed,SRR30333756,Sequence Length Distribution,1,warn,sequence_length_distribution,Read lengths are consistent or vary across reads,Unexpected variability pre-trim can indicate mixed inputs or prior processing; post-trim variability is normal.,"Prior trimming, mixed read types, partial reads.","If pre-trim variability is unexpected, inspect inputs; after trimming, ensure lengths are not extremely shortened (mappability risk)."
trimmed,SRR30333757,Sequence Length Distribution,1,warn,sequence_length_distribution,Read lengths are consistent or vary across reads,Unexpected variability pre-trim can indicate mixed inputs or prior processing; post-trim variability is normal.,"Prior trimming, mixed read types, partial reads.","If pre-trim variability is unexpected, inspect inputs; after trimming, ensure lengths are not extremely shortened (mappability risk)."
trimmed,SRR30333758,Sequence Length Distribution,1,warn,sequence_length_distribution,Read lengths are consistent or vary across reads,Unexpected variability pre-trim can indicate mixed inputs or prior processing; post-trim variability is normal.,"Prior trimming, mixed read types, partial reads.","If pre-trim variability is unexpected, inspect inputs; after trimming, ensure lengths are not extremely shortened (mappability risk)."
trimmed,SRR30333759,Sequence Length Distribution,1,warn,sequence_length_distribution,Read lengths are consistent or vary across reads,Unexpected variability pre-trim can indicate mixed inputs or prior processing; post-trim variability is normal.,"Prior trimming, mixed read types, partial reads.","If pre-trim variability is unexpected, inspect inputs; after trimming, ensure lengths are not extremely shortened (mappability risk)."
trimmed,SRR30333760,Sequence Length Distribution,1,warn,sequence_length_distribution,Read lengths are consistent or vary across reads,Unexpected variability pre-trim can indicate mixed inputs or prior processing; post-trim variability is normal.,"Prior trimming, mixed read types, partial reads.","If pre-trim variability is unexpected, inspect inputs; after trimming, ensure lengths are not extremely shortened (mappability risk)."
trimmed,SRR30333761,Sequence Length Distribution,1,warn,sequence_length_distribution,Read lengths are consistent or vary across reads,Unexpected variability pre-trim can indicate mixed inputs or prior processing; post-trim variability is normal.,"Prior trimming, mixed read types, partial reads.","If pre-trim variability is unexpected, inspect inputs; after trimming, ensure lengths are not extremely shortened (mappability risk)."
trimmed,SRR30333762,Sequence Length Distribution,1,warn,sequence_length_distribution,Read lengths are consistent or vary across reads,Unexpected variability pre-trim can indicate mixed inputs or prior processing; post-trim variability is normal.,"Prior trimming, mixed read types, partial reads.","If pre-trim variability is unexpected, inspect inputs; after trimming, ensure lengths are not extremely shortened (mappability risk)."
